timestamp,Desired Frequency (Hz),FSW Theoretical Power (dBm),FSW Actual Power (dBm),FSW CNR (dB),AIM Theoretical Power (dBm),AIM Actual Power (dBm),AIM SNR (dB),AIM Freq Offset (Hz),AIM Demod Lock,AIM Demod Acq Time (sec)
2017-01-31T09:46:08.920503,1324000000.0,-33.7,-46.3075561523,26.41065979009999,-39.7,-41.23330965232489,7.755978901629793,91023.8125,True,0.25
2017-01-31T09:46:23.582341,1353000000.0,-33.7,-46.5535888672,26.376876830999997,-39.7,-41.41875406847029,7.816505075214951,70941.63265306123,True,0.25
2017-01-31T09:46:38.251180,1382000000.0,-33.7,-46.4111366272,26.394557952899994,-39.7,-41.661645886155696,7.7708123003383855,70200.79166666667,True,0.25
2017-01-31T09:46:52.900018,1411000000.0,-33.7,-46.4998207092,26.577709198,-39.7,-41.5133230943914,7.759019222073458,78981.91666666667,True,0.25
2017-01-31T09:47:11.539084,1674000000.0,-33.7,-53.5245475769,22.829166412400006,-39.7,-49.2246910102439,7.383254807384026,761732.306122449,True,0.0
2017-01-31T09:47:25.326873,1718000000.0,-33.7,-53.6521148682,23.456817626900005,-39.7,-48.828143204163354,7.481450858408772,144905.73469387754,True,0.0
2017-01-31T09:47:39.171665,1758000000.0,-33.7,-53.8808670044,23.89343261719999,-39.7,-49.319780177219556,7.499323354827689,150771.24489795917,True,0.25
2017-01-31T09:47:53.012456,1802000000.0,-33.7,-53.8210601807,24.316764831499995,-39.7,-48.94208170916451,7.538387297404344,759328.8367346938,True,0.0
2017-01-31T09:48:06.773243,1846000000.0,-33.7,-53.8670425415,24.0666809082,-39.7,-48.638189977777216,7.4603086214226195,132813.95918367346,True,0.25
2017-01-31T09:48:20.610035,1886000000.0,-33.7,-54.138961792,20.0204162598,-39.7,-48.65651202796555,7.418625918167722,138802.55102040817,True,0.0
2017-01-31T09:48:34.471828,1926000000.0,-33.7,-53.6453437805,24.4894676209,-39.7,-48.70757302384188,7.394711140629059,133993.04,True,0.0
2017-01-31T09:48:48.233615,1966000000.0,-33.7,-54.2785415649,23.567893981999994,-39.7,-48.2703870238138,7.440642607762252,119649.71428571429,True,0.0
2017-01-31T09:49:02.113409,2006000000.0,-33.7,-54.099811554,23.611614227200008,-39.7,-48.28157073531817,7.410616889642544,116101.48979591837,True,0.0
2017-01-31T09:49:16.010203,2046000000.0,-33.7,-53.9272346497,24.031017303400006,-39.7,-48.578550761122365,7.338045919393219,120828.85714285714,True,0.0
2017-01-31T09:49:33.271191,2086000000.0,-33.7,-54.2262229919,23.227291107200003,-39.7,-48.46343842769936,7.343956640436021,116122.28571428571,True,0.0
2017-01-31T09:49:48.036035,2126000000.0,-33.7,-54.3045196533,23.040351867700004,-39.7,-48.77934991420024,7.38712837642613,715092.0204081633,True,0.0
